dptmt.0.001*codeinseecommune superficie(hectare) x y nombred'inscrits nombredevotants nombredebulletinexprimés nomsansblancavecunders
65.109 377 4560 17765 32 30 30 BRAMEVAQUE
65.11 532 4355 18083 75 43 39 BUGARD
65.111 341 4320 17841 80 59 58 BULAN
65.113 1256 4363 18006 243 226 223 BURG
65.114 440 4221 18294 63 62 61 BUZON
65.115 556 4288 18099 208 179 176 CABANAC
65.116 615 4374 17672 185 149 147 CADEAC
65.117 486 4343 17591 71 51 51 CADEILHAN-TRACHERE
65.118 123 4354 17957 29 28 28 CAHARET
65.119 855 4126 18258 297 246 237 CAIXON
65.12 206 4230 18026 188 172 171 CALAVANTE
65.121 467 4164 18202 346 260 243 CAMALES
65.122 329 4396 17733 35 28 24 CAMOUS
65.123 9536 4237 17818 712 581 565 CAMPAN
65.124 235 4377 17615 74 65 63 CAMPARAN
65.125 1012 4403 17964 295 230 207 CAMPISTROUS
65.126 662 4448 18095 120 105 102 CAMPUZAN
65.127 2184 4353 17909 980 735 662 CAPVERN
65.128 820 4386 17998 106 88 85 CASTELBAJAC
65.129 1256 4513 18120 594 479 459 CASTELNAU-MAGNOAC
65.13 1850 4087 18450 420 363 345 CASTELNAU-RIVIERE-BASSE
65.131 531 4260 18115 199 169 165 CASTELVIEILH
65.132 86 4332 17992 33 29 29 CASTERA-LANUSSE
65.133 482 4220 18159 159 122 120 CASTERA-LOU
65.134 186 4580 18139 11 11 9 CASTERETS
65.135 332 4269 17896 92 83 82 CASTILLON
65.136 377 4487 18065 39 32 32 CAUBOUS
65.137 616 4122 18375 85 62 60 CAUSSADE-RIVIERE
65.138 15684 3994 17682 1061 876 833 CAUTERETS
65.139 306 4565 17743 44 40 39 CAZARILH
65.14 148 4402 17670 26 25 25 CAZAUX-DEBAT
65.141 1235 4430 17605 62 47 44 CAZAUX-FRECHET-ANERAN-CAMORS
65.142 869 4288 18137 175 121 116 CHELLE-DEBAT
65.143 458 4293 17949 88 76 73 CHELLE-SPOU
65.144 306 4105 17859 85 80 80 CHEUST
65.145 1007 4064 17700 57 48 48 CHEZE
65.146 374 4199 18127 225 186 182 CHIS
65.147 1878 4270 17934 505 420 401 CIEUTAT
65.148 761 4498 18082 120 107 105 CIZOS
65.149 636 4298 18044 151 132 127 CLARAC
65.15 1130 4434 17975 387 296 284 CLARENS
65.151 214 4232 18119 111 95 95 COLLONGUES
65.153 312 4267 18069 118 87 86 COUSSAN
65.154 97 4561 17794 42 39 38 CRECHETS
65.155 505 4545 18093 61 53 53 DEVEZE
65.156 499 4213 18129 188 169 164 DOURS
65.157 349 4363 17580 27 23 23 ENS
65.158 868 4549 17729 102 97 97 ESBAREICH
65.159 388 4424 17886 306 239 224 ESCALA
65.16 624 4039 18189 95 74 73 ESCAUNETS
65.161 379 4208 18178 192 162 158 ESCONDEAUX
65.162 231 4280 17875 32 27 27 ESCONNETS
65.163 406 4304 17863 34 27 26 ESCOTS
65.164 277 4120 17920 74 62 61 ESCOUBES-POUTS
65.165 3256 4354 17831 158 141 129 ESPARROS
65.166 267 4333 17863 50 50 47 ESPECHE
65.167 212 4292 17882 40 34 33 ESPIEILH
65.168 152 4086 17665 358 274 231 ESQUIEZE-SERE
65.169 7153 3943 17738 92 74 72 ESTAING
65.17 556 4333 18210 78 66 64 ESTAMPURES
65.171 82 4425 17593 30 23 23 ESTARVIELLE
65.172 154 4368 17593 38 35 35 ESTENSAN
65.173 174 4093 17663 175 148 145 ESTERRE
65.174 521 4133 18355 79 73 72 ESTIRAC
65.175 5756 4528 17740 84 73 73 FERRERE
65.176 1697 3876 17820 106 93 87 FERRIERES
65.177 899 4391 18178 141 116 114 FONTRAILLES
65.178 543 4314 18202 42 31 31 FRECHEDE
65.179 202 4289 17867 32 28 27 FRECHENDETS
65.18 340 4392 17718 15 12 12 FRECHET-AURE
65.181 297 4226 17992 109 84 82 FRECHOU-FRECHET
65.182 846 3947 17787 106 91 91 GAILLAGOS
65.183 1405 4430 18040 515 441 426 GALAN
65.184 729 4428 18004 129 105 102 GALEZ
65.185 1523 4012 18115 371 324 310 GARDERES
65.186 157 4554 17783 38 38 38 GAUDENT
65.187 772 4493 18049 115 103 99 GAUSSAN
65.188 8254 4075 17505 180 153 139 GAVARNIE
65.189 278 4137 18145 198 171 161 GAYAN
65.19 717 4433 17835 70 56 56 GAZAVE
65.191 4060 4099 17838 126 107 105 GAZOST
65.192 14457 4100 17565 282 243 236 GEDRE
65.193 100 4560 17779 61 60 60 GEMBRIE
65.194 1183 4522 17828 93 71 71 GENEREST
65.195 2363 4414 17582 139 113 110 GENOS
65.196 344 4174 18281 81 70 70 GENSAC
65.197 194 4061 17864 148 113 103 GER
65.198 693 4229 17860 946 755 730 GERDE
65.199 1255 4433 17563 57 50 49 GERM
65.2 1296 4140 17859 130 99 96 GERMS-SUR-L'OUSSOUET
65.201 267 4052 17849 135 113 100 GEU
65.202 389 4001 17820 223 205 200 GEZ
65.203 237 4114 17903 22 20 20 GEZ-EZ-ANGLES
65.204 108 4273 18057 38 29 26 GONEZ
65.205 602 4383 17645 89 84 84 GOUAUX
65.206 753 4289 18068 201 166 162 GOUDON
65.207 153 4311 17948 63 63 63 GOURGUE
65.208 606 4382 17624 32 29 29 GRAILHEN
65.209 198 4374 17649 92 90 90 GREZIAN
65.21 952 4061 17680 47 45 44 GRUST
65.211 259 4372 17625 149 115 111 GUCHAN
65.212 555 4363 17643 251 196 191 GUCHEN
65.213 720 4465 18153 113 97 97 GUIZERIX
65.214 186 4471 18111 40 37 35 HACHAN
65.215 221 4085 18381 39 36 36 HAGEDET
65.216 214 4227 17903 84 69 69 HAUBAN
65.217 135 4465 17855 38 31 31 HAUTAGET
65.218 3544 4396 17813 521 426 415 HECHES
65.219 589 4110 18418 117 94 92 HERES
65.22 153 4125 17985 169 138 130 HIBARETTE
65.221 303 4180 17952 173 143 135 HIIS
65.222 291 4230 17966 122 108 97 HITTE
65.223 449 4169 18010 904 731 699 HORGUES
65.224 753 4384 17974 195 165 163 HOUEYDETS
65.225 200 4238 18077 101 93 93 HOURC
65.226 3288 4100 18062 1958 1528 1475 IBOS
65.228 802 4402 17754 152 122 117 ILHET
65.229 201 4578 17787 37 31 30 ILHEU
65.23 241 4581 17808 232 179 172 IZAOURT
65.231 533 4400 17864 142 116 110 IZAUX
65.232 187 4276 18154 54 44 44 JACQUE
65.233 444 4082 17894 236 199 188 JARRET
65.234 1220 4400 17684 102 86 85 JEZEAU
65.235 820 4117 18026 3033 2310 2202 JUILLAN
65.236 586 4100 17938 234 178 173 JULOS
65.237 351 4094 17863 148 122 120 JUNCALAS
65.238 1009 4172 17866 217 184 180 LABASSERE
65.239 558 4381 17835 148 123 116 LABASTIDE
65.24 1271 4136 18388 302 262 250 LABATUT-RIVIERE
65.241 182 4337 17833 96 82 81 LABORDE
65.242 665 4224 18197 187 174 170 LACASSAGNE
65.243 869 4165 18299 353 291 281 LAFITOLE
65.244 491 4128 18142 409 315 302 LAGARDE
65.245 358 4377 17936 202 177 171 LAGRANGE
65.247 481 4127 17904 80 68 64 ARRAYOU-LAHITTE
65.248 560 4091 18311 190 161 158 LAHITTE-TOUPIERE
65.249 656 4569 18088 53 49 49 LALANNE
65.25 492 4376 18140 105 91 90 LALANNE-TRIE
65.251 405 4157 18031 1353 1070 1018 LALOUBERE
65.252 1085 4004 18003 577 461 447 LAMARQUE-PONTACQ
65.253 279 4340 18107 49 41 41 LAMARQUE-RUSTAING
65.254 532 4287 18167 126 112 111 LAMEAC
65.255 280 4387 17667 40 38 38 LANCON
65.256 447 4314 17983 127 114 110 LANESPEDE
65.257 575 4108 17985 416 342 337 LANNE
65.258 1903 4409 17932 3775 3005 2901 LANNEMEZAN
65.259 387 4232 18047 147 132 130 LANSAC
65.26 357 4377 18155 62 47 46 LAPEYRE
65.261 344 4491 18053 52 47 46 LARAN
65.262 1014 4119 18298 320 243 228 LARREULE
65.263 689 4500 18138 85 79 78 LARROQUE
65.264 921 4087 18367 244 205 187 LASCAZERES
65.265 526 4235 18053 260 202 197 LASLADES
65.266 252 4495 18030 30 24 24 LASSALES
65.267 290 4016 17800 471 406 395 LAU-BALAGNAS
65.268 333 4127 17957 143 114 114 LAYRISSE
65.269 502 4227 18173 144 122 119 LESCURRY
65.27 296 4236 18034 160 138 133 LESPOUEY
65.271 256 4091 17913 331 251 235 LEZIGNAN
65.272 88 4258 18025 81 63 60 LHEZ
65.273 417 4185 18262 163 131 129 LIAC
65.274 908 4418 18077 120 105 95 LIBAROS
65.275 366 4264 17871 70 56 54 LIES
65.276 173 4218 18093 84 66 63 LIZOS
65.277 142 4509 17855 72 62 62 LOMBRES
65.278 294 4334 17845 43 32 32 LOMNE
65.279 363 4402 17842 172 154 151 LORTET
65.28 655 4029 17954 318 251 240 LOUBAJAC
65.281 362 4152 17935 160 133 127 LOUCRUP
65.282 4265 4421 17567 257 209 205 LOUDENVIELLE
65.283 539 4430 17581 68 59 58 LOUDERVIELLE
65.284 606 4113 17997 744 653 636 LOUEY
65.285 504 4228 18136 132 120 111 LOUIT
65.286 3694 4057 17910 11669 8013 7657 LOURDES
65.287 216 4586 17817 512 431 423 LOURES-BAROUSSE
65.288 561 4347 18147 81 65 62 LUBRET-SAINT-LUC
65.289 716 4338 18126 103 86 81 LUBY-BETMONT
65.29 493 4240 17969 185 160 160 LUC
65.291 75 4062 17873 136 118 112 LUGAGNAN
65.292 817 4003 18099 268 218 213 LUQUET
65.293 491 4373 18095 111 82 75 LUSTAR
65.294 385 4364 17940 169 145 138 LUTILHOUS
65.295 5038 4085 17660 981 832 801 LUZ-SAINT-SAUVEUR
65.296 1502 4061 18418 426 351 326 MADIRAN
65.297 208 4259 18177 41 39 38 MANSAN
65.298 346 4265 18087 76 61 56 MARQUERIE
65.299 155 4173 18166 189 152 151 MARSAC
65.3 277 4277 17856 62 52 45 MARSAS
65.301 440 4276 18138 171 140 140 MARSEILLAN
65.303 476 4235 18010 294 232 229 MASCARAS
65.304 2204 4135 18323 1869 1354 1277 MAUBOURGUET
65.305 549 4554 17746 137 118 116 MAULEON-BAROUSSE
65.306 985 4326 17924 192 166 162 MAUVEZIN
65.307 336 4537 17871 303 250 234 MAZERES-DE-NESTE
65.308 633 4335 18191 109 95 94 MAZEROLLES
65.309 140 4418 17831 18 16 16 MAZOUAU
65.31 338 4237 17903 223 180 168 MERILHEU
65.311 173 4244 18215 64 58 57 MINGOT
65.312 174 4336 17905 28 26 26 MOLERE
65.313 234 4170 17999 518 399 367 MOMERES
65.314 1038 4200 18303 180 151 141 MONFAUCON
65.315 1966 4521 18072 347 277 273 MONLEON-MAGNOAC
65.316 721 4476 18022 100 89 86 MONLONG
65.317 841 4436 17589 51 43 42 MONT
65.318 1234 4378 18038 205 174 170 MONTASTRUC
65.319 694 4504 17863 123 113 109 MONTEGUT
65.32 964 4183 17939 648 509 479 MONTGAILLARD
65.321 107 4219 18004 99 83 82 MONTIGNAC
65.322 788 4432 17868 202 179 170 MONTOUSSE
65.323 225 4449 17849 43 32 32 MONTSERIE
65.324 698 4290 18052 140 115 115 MOULEDOUS
65.325 336 4299 18198 51 40 40 MOUMOULOUS
65.326 481 4320 18113 89 78 77 MUN
65.327 494 4485 17862 161 131 130 NESTIER
65.328 239 4153 17887 68 59 54 NEUILH
65.329 3259 4483 17812 228 195 191 NISTOS
65.33 453 4137 18273 164 142 140 NOUILHAN
65.331 877 4145 18020 2619 1978 1904 ODOS
65.332 194 4212 18099 110 99 99 OLEAC-DEBAT
65.333 372 4251 17978 97 81 79 OLEAC-DESSUS
65.334 553 4028 17889 183 154 151 OMEX
65.335 589 4201 17920 344 269 249 ORDIZAN
65.336 273 4493 18099 34 33 33 ORGAN
65.337 819 4336 18055 107 94 93 ORIEUX
65.338 991 4233 17938 202 162 159 ORIGNAC
65.339 586 4128 17944 245 212 207 ORINCLES
65.34 828 4198 18111 1339 1081 1047 ORLEIX
65.341 890 4077 18138 99 84 84 OROIX
65.342 488 4317 18137 62 35 32 OSMETS
65.343 691 4039 17883 153 136 135 OSSEN
65.344 2759 4076 18008 1801 1189 1044 OSSUN
65.345 214 4139 17889 27 22 22 OSSUN-EZ-ANGLES
65.346 440 4241 17987 115 95 93 OUEILLOUX
65.347 560 4543 17746 52 48 48 OURDE
65.348 485 4111 17854 40 34 34 OURDIS-COTDOUSSAN
65.349 266 4080 17843 14 14 14 OURDON
65.35 1133 4131 18121 1074 887 871 OURSBELILLE
65.351 235 4082 17858 45 38 38 OUSTE
65.352 476 4005 17839 156 134 125 OUZOUS
65.353 908 4305 17990 245 193 183 OZON
65.354 99 4389 17692 59 55 51 PAILHAC
65.355 242 4115 17931 67 53 53 PAREAC
65.356 471 4349 17947 48 47 45 PERE
65.357 346 4297 18022 102 79 75 PEYRAUBE
65.358 625 4514 18147 59 51 50 PEYRET-SAINT-ANDRE
65.359 417 4312 18080 19 15 15 PEYRIGUERE
65.36 480 3999 17922 213 178 177 PEYROUSE
65.361 401 4256 18167 82 71 70 PEYRUN
65.362 176 4030 17762 1019 756 703 PIERREFITTE-NESTALAS
65.363 593 4450 17922 445 339 306 PINAS
65.364 149 4093 18120 22 16 16 PINTAC
65.366 620 4032 17939 711 565 545 POUEYFERRE
65.367 568 4269 17967 102 88 88 POUMAROUS
65.368 192 4552 18082 34 26 26 POUY
65.369 1160 4239 18097 502 393 376 POUYASTRUC
65.37 758 4204 17896 985 831 804 POUZAC
65.371 159 4031 17796 176 148 143 PRECHAC
65.372 528 4156 18188 482 360 354 PUJO
65.373 885 4483 18130 175 152 150 PUNTOUS
65.374 1399 4414 18112 207 167 164 PUYDARRIEUX
65.375 893 4226 18230 981 802 771 RABASTENS-DE-BIGORRE
65.376 1343 4453 18034 179 170 168 RECURT
65.377 670 4463 17970 144 124 115 REJAUMONT
65.378 330 4311 17962 73 66 66 RICAUD
65.379 189 4413 17669 11 8 8 RIS
65.38 220 4214 18117 116 81 79 SABALOS
65.381 367 4454 18057 37 33 33 SABARROS
65.382 1314 4551 17778 55 51 50 SACOUE
65.383 1241 4427 18145 164 149 149 SADOURNIN
65.384 264 4359 17594 112 97 96 SAILHAN
65.385 425 4420 17844 107 99 95 SAINT-ARROMAN
65.386 220 4073 17869 78 73 70 SAINT-CREAC
65.387 1310 4061 18464 126 124 123 SAINT-LANNE
65.388 9097 4350 17591 673 509 484 SAINT-LARY-SOULAN
65.389 1041 4487 17879 756 536 508 SAINT-LAURENT-DE-NESTE
65.39 1117 4129 18212 335 270 265 SAINT-LEZER
65.391 28 4598 17759 27 24 24 SAINTE-MARIE
65.392 808 4168 17980 285 227 225 SAINT-MARTIN
65.393 820 4044 17820 96 82 80 SAINT-PASTOUS
65.394 685 4506 17883 238 214 209 SAINT-PAUL
65.395 4344 3965 17920 994 840 816 SAINT-PE-DE-BIGORRE
65.396 386 4017 17783 327 276 261 SAINT-SAVIN
65.397 952 4285 18188 128 113 110 SAINT-SEVER-DE-RUSTAN
65.398 410 4606 17741 173 154 152 SALECHAN
65.399 451 4071 17684 83 70 70 SALIGOS
65.4 2748 3994 17837 174 145 128 SALLES
65.401 248 4178 18005 346 287 281 SALLES-ADOUR
65.402 255 4576 17776 22 20 19 SAMURAN
65.403 163 4106 18223 80 67 67 SANOUS
65.404 1093 4541 18137 128 107 106 SARIAC-MAGNOAC
65.405 339 4320 17881 75 64 64 SARLABOUS
65.406 207 4173 18154 175 136 128 SARNIGUET
65.407 182 4573 17808 91 71 70 SARP
65.408 3210 4398 17757 551 403 381 SARRANCOLIN
65.409 1080 4207 18226 249 203 196 SARRIAC-BIGORRE
65.41 421 4203 18056 462 329 318 SARROUILLES
65.411 53 4073 17668 68 59 59 SASSIS
65.412 1038 4193 18328 141 109 104 SAUVETERRE
65.413 2938 4067 17674 112 98 84 SAZOS
65.414 597 4202 18258 80 68 67 SEGALAS
65.415 1072 4031 17882 196 160 158 SEGUS
65.416 717 4492 17809 66 58 57 SEICH
65.417 629 4185 18054 3757 2673 2524 SEMEAC
65.418 894 4251 18196 223 188 186 SENAC
65.419 730 4408 18089 90 73 71 SENTOUS
65.42 187 3993 17830 69 55 54 SERE-EN-LAVEDAN
65.421 427 4101 17880 56 39 37 SERE-LANSO
65.422 929 4021 18164 215 189 186 SERON
65.423 529 4339 18088 114 100 98 SERE-RUSTAING
65.424 2991 4119 17677 117 110 109 SERS
65.425 620 4132 18159 366 301 292 SIARROUY
65.426 411 4275 18040 114 94 94 SINZOS
65.427 274 4591 17757 167 137 135 SIRADAN
65.428 173 3970 17779 62 47 44 SIREIX
65.429 967 4113 18335 189 151 147 SOMBRUN
65.43 231 4230 18148 36 30 28 SOREAC
65.431 3205 4544 17712 103 100 98 SOST
65.432 618 4087 18394 139 124 121 SOUBLECAUSE
65.433 390 4179 18029 2250 1543 1367 SOUES
65.435 291 4029 17755 222 187 185 SOULOM
65.436 602 4241 18067 225 204 201 SOUYEAUX
65.437 493 4472 18002 129 126 124 TAJAN
65.438 158 4133 18172 62 51 49 TALAZAC
65.439 985 4096 18160 205 168 166 TARASTEIX
65.44 1533 4159 18060 29006 19252 18889 TARBES
65.441 760 4573 17752 71 65 65 THEBE
65.442 1083 4582 18123 155 130 125 THERMES-MAGNOAC
65.443 53 4298 18085 11 11 11 THUY
65.444 638 4537 17845 165 139 131 TIBIRAN-JAUNAC
65.445 651 4346 17893 199 155 150 TILHOUSE
65.446 627 4186 18168 397 296 292 TOSTAT
65.447 1432 4297 18002 946 698 641 TOURNAY
65.448 563 4394 18114 74 66 66 TOURNOUS-DARRE
65.449 467 4439 18070 103 85 83 TOURNOUS-DEVANT
65.45 3496 4322 17571 46 40 40 TRAMEZAIGUES
65.451 1019 4193 17913 618 427 398 TREBONS
65.452 1120 4402 18152 772 604 583 TRIE-SUR-BAISE
65.453 279 4565 17764 59 45 44 TROUBAT
65.454 439 4298 18149 75 63 61 TROULEY-LABARTHE
65.455 772 4453 17879 419 319 314 TUZAGUET
65.456 854 4449 17951 241 212 206 UGLAS
65.457 159 4183 18180 64 57 57 UGNOUAS
65.458 245 4020 17768 32 25 25 UZ
65.459 348 4253 17885 92 87 87 UZER
65.46 3193 4147 18231 3668 2609 2501 VIC-EN-BIGORRE
65.461 496 4364 18128 69 49 49 VIDOU
65.462 1601 4066 18298 209 187 182 VIDOUZE
65.463 314 4099 17666 85 75 69 VIELLA
65.464 582 4190 17961 377 307 298 VIELLE-ADOUR
65.465 538 4352 17607 341 276 259 VIELLE-AURE
65.466 289 4416 17609 65 57 56 VIELLE-LOURON
65.467 939 4045 17802 78 67 65 VIER-BORDES
65.468 493 4466 18081 43 38 37 VIEUZOS
65.469 624 4106 17671 36 29 26 VIEY
65.47 337 4053 17874 107 97 95 VIGER
65.471 642 4345 17601 161 121 117 VIGNEC
65.472 317 4103 18359 79 61 60 VILLEFRANQUE
65.473 2046 4042 17753 314 276 269 VILLELONGUE
65.474 525 4355 18108 116 94 93 VILLEMBITS
65.475 371 4546 18075 47 40 40 VILLEMUR
65.476 309 4026 18213 51 42 39 VILLENAVE-PRES-BEARN
65.477 112 4174 18172 56 46 45 VILLENAVE-PRES-MARSAC
65.478 652 4052 17704 49 40 34 VISCOS
65.479 416 4149 17956 279 205 202 VISKER
65.48 256 4076 17681 35 23 23 VIZOS
65.481 4584 4141 17687 214 189 186 BAREGES
65.482 568 4455 17907 401 301 292 CANTAOUS
66.001 1710 6460 17200 86 67 66 L'ALBERE
66.002 534 6530 17376 2117 1694 1637 ALENYA
66.003 2943 6276 17191 3325 2678 2555 AMELIE-LES-BAINS-PALALDA
66.004 4320 5784 17305 706 538 515 LES_ANGLES
66.005 8787 5683 17194 458 362 350 ANGOUSTRINE-VILLENEUVE-DES-ESCALDES
66.006 784 6147 17509 161 149 147 ANSIGNAN
66.007 1408 6122 17400 116 113 109 ARBOUSSOLS
66.008 5867 6566 17272 8812 6785 6498 ARGELES-SUR-MER
66.009 2882 6245 17170 2178 1657 1572 ARLES-SUR-TECH
66.01 2968 5875 17299 86 74 73 AYGUATEBIA-TALAU
66.012 790 6399 17442 2157 1749 1702 BAHO
66.013 1789 6155 17290 93 79 78 BAILLESTAVY
66.014 1891 6388 17498 1905 1674 1620 BAIXAS
66.015 1053 6437 17293 851 672 656 BANYULS-DELS-ASPRES
66.016 4243 6652 17201 3938 3258 3165 BANYULS-SUR-MER
66.017 1165 6573 17541 4517 3407 3301 LE_BARCARES
66.018 1563 6208 17270 93 81 81 LA_BASTIDE
66.019 2052 6222 17460 166 148 148 BELESTA
66.02 1761 5786 17222 659 486 471 BOLQUERE
66.021 570 6490 17477 5826 4514 4414 BOMPAS
66.022 2322 6228 17307 60 48 45 BOULE-D'AMONT
66.023 1063 6206 17385 653 615 600 BOULETERNERE
66.024 1442 6406 17246 4028 2915 2792 LE_BOULOU
66.025 785 5676 17145 806 613 580 BOURG-MADAME
66.026 783 6467 17294 766 683 668 BROUILLA
66.027 326 5817 17220 467 363 350 LA_CABANASSE
66.028 1042 6498 17421 6996 5014 4757 CABESTANY
66.029 2811 6285 17311 125 113 109 CAIXAS
66.03 2377 6342 17507 184 175 167 CALCE
66.032 1322 6278 17277 52 45 45 CALMEILLES
66.033 1272 6303 17387 338 265 260 CAMELAS
66.034 526 6032 17386 115 111 108 CAMPOME
66.035 1704 6100 17452 70 66 66 CAMPOUSSY
66.036 1095 5929 17258 66 51 51 CANAVEILLES
66.037 2239 6551 17449 9861 6512 6210 CANET-EN-ROUSSILLON
66.038 856 6409 17388 3977 3059 2942 CANOHES
66.039 1400 6192 17480 156 151 149 CARAMANY
66.04 699 6229 17348 44 36 36 CASEFABRE
66.041 1338 6370 17530 488 435 421 CASES-DE-PENE
66.042 1516 6226 17486 200 165 158 CASSAGNES
66.043 2983 6047 17252 124 116 113 CASTEIL
66.044 1928 6301 17352 334 290 281 CASTELNOU
66.045 802 6070 17367 587 491 471 CATLLAR
66.046 3645 6032 17565 555 478 466 CAUDIES-DE-FENOUILLEDES
66.047 650 5856 17293 30 29 29 CAUDIES-DE-CONFLENT
66.048 818 6683 17158 1142 899 855 CERBERE
66.049 3786 6342 17206 6079 4418 4181 CERET
66.05 1934 6508 17510 2633 2186 2121 CLAIRA
66.051 870 6088 17313 198 180 173 CLARA
66.052 278 6066 17341 298 219 210 CODALET
66.053 1302 6613 17249 2497 2051 1995 COLLIOURE
66.055 725 6266 17389 412 358 356 CORBERE
66.057 1102 6036 17292 334 282 272 CORNEILLA-DE-CONFLENT
66.058 1190 6323 17439 1294 1075 1045 CORNEILLA-LA-RIVIERE
66.059 543 6506 17358 1476 994 905 CORNEILLA-DEL-VERCOL
66.06 4702 6200 17181 175 143 136 CORSAVY
66.061 1686 6259 17071 125 119 115 COUSTOUGES
66.062 2477 5672 17202 182 160 159 DORRES
66.063 891 6414 17204 217 186 178 LES_CLUSES
66.064 447 5736 17219 344 240 232 EGAT
66.065 2129 6522 17332 5585 4400 4138 ELNE
66.066 3052 5652 17174 433 352 334 ENVEITG
66.067 2592 5750 17152 404 333 324 ERR
66.068 1521 5982 17260 125 109 106 ESCARO
66.069 2677 6409 17528 2206 1646 1583 ESPIRA-DE-L'AGLY
66.07 603 6133 17348 156 133 126 ESPIRA-DE-CONFLENT
66.072 924 5720 17186 338 295 281 ESTAVAR
66.073 2608 6123 17330 147 135 133 ESTOHER
66.074 2008 6099 17378 338 257 254 EUS
66.075 2036 5790 17189 124 99 83 EYNE
66.076 661 6121 17509 60 51 51 FELLUNS
66.077 1876 6036 17544 76 65 62 FENOUILLET
66.078 840 6060 17286 178 147 147 FILLOLS
66.079 843 6144 17347 166 154 147 FINESTRET
66.08 6435 5871 17231 141 122 121 FONTPEDROUSE
66.081 1557 5802 17370 177 162 161 FONTRABIOUSE
66.082 4688 5807 17346 402 363 342 FORMIGUERES
66.083 443 6078 17539 54 49 48 FOSSE
66.084 939 6365 17310 756 650 638 FOURQUES
66.085 969 6022 17287 292 244 228 FUILLA
66.086 1872 6179 17319 21 20 20 GLORIANES
66.088 3167 6233 17408 3919 3116 2855 ILLE-SUR-TET
66.089 338 6155 17349 180 163 160 JOCH
66.09 1011 5966 17297 63 55 54 JUJOLS
66.091 2383 6152 17062 78 69 69 LAMANERE
66.092 520 6184 17514 71 67 63 LANSAC
66.093 2051 6491 17245 1814 1387 1332 LAROQUE-DES-ALBERES
66.094 331 6548 17338 1397 1130 1086 LATOUR-BAS-ELNE
66.095 1263 5631 17180 369 307 297 LATOUR-DE-CAROL
66.098 2309 5822 17248 261 237 229 LA_LLAGONNE
66.099 834 6335 17274 246 204 195 LLAURO
66.1 2844 5775 17168 148 126 120 LLO
66.101 688 6356 17354 1490 1111 1008 LLUPIA
66.102 3215 5976 17192 41 36 36 MANTET
66.104 571 6103 17354 528 375 345 LOS_MASOS
66.105 1888 5821 17315 281 231 224 MATEMALE
66.107 3463 6211 17565 744 657 644 MAURY
66.108 1912 6295 17432 2716 2175 2052 MILLAS
66.109 1296 6043 17388 175 146 140 MOLITG-LES-BAINS
66.111 1590 6183 17436 128 115 106 MONTALBA-LE-CHATEAU
66.112 1110 6319 17303 218 196 189 MONTAURIOL
66.113 2198 6263 17201 138 127 121 MONTBOLO
66.114 602 6491 17340 1211 963 939 MONTESCOT
66.116 2195 6190 17149 203 163 161 MONTFERRER
66.117 39 5821 17227 191 169 165 MONT-LOUIS
66.118 1098 6280 17496 236 185 172 MONTNER
66.119 7193 6010 17405 302 275 272 MOSSET
66.12 560 5718 17135 61 53 52 NAHUJA
66.121 881 6271 17434 842 726 684 NEFIACH
66.122 3091 5961 17355 79 75 75 NOHEDES
66.123 3700 5950 17255 109 80 78 NYER
66.124 2960 5751 17216 1596 1355 1294 FONT-ROMEU-ODEILLO-VIA
66.125 2895 5945 17280 365 335 330 OLETTE
66.126 1853 6296 17268 245 231 228 OMS
66.127 5053 6440 17631 636 557 547 OPOUL-PERILLOS
66.128 1603 5932 17284 30 27 24 OREILLA
66.129 849 6484 17309 993 817 794 ORTAFFA
66.13 1713 5706 17125 881 734 700 OSSEJA
66.132 1150 5694 17125 257 221 214 PALAU-DE-CERDAGNE
66.133 1041 6514 17301 2064 1679 1638 PALAU-DEL-VIDRE
66.134 1347 6391 17306 461 351 326 PASSA
66.136 6807 6459 17440 69417 38260 36968 PERPIGNAN
66.137 427 6434 17179 542 386 362 LE_PERTHUS
66.138 796 6423 17502 1004 852 824 PEYRESTORTES
66.139 685 6119 17483 63 54 52 PEZILLA-DE-CONFLENT
66.14 1562 6357 17436 2359 1684 1522 PEZILLA-LA-RIVIERE
66.141 1318 6479 17492 4957 3627 3506 PIA
66.142 1424 5838 17209 47 41 41 PLANES
66.143 616 6232 17515 88 74 74 PLANEZES
66.144 830 6436 17373 3139 2302 1721 POLLESTRES
66.145 1378 6393 17360 1844 1554 1511 PONTEILLA
66.146 6519 5579 17249 127 115 84 PORTA
66.147 4942 5584 17273 172 151 146 PORTE-PUYMORENS
66.148 1477 6633 17241 3481 2672 2559 PORT-VENDRES
66.149 1087 6070 17348 4373 3236 3147 PRADES
66.15 14509 6118 17111 941 737 683 PRATS-DE-MOLLO-LA-PRESTE
66.151 801 6102 17490 75 70 70 PRATS-DE-SOURNIA
66.152 1351 6079 17579 86 76 74 PRUGNANES
66.153 2168 6237 17287 52 37 32 PRUNET-ET-BELPUIG
66.154 1946 5822 17381 150 127 124 PUYVALADOR
66.155 5086 6012 17213 110 76 75 PY
66.156 1921 6044 17475 131 114 83 RABOUILLET
66.157 997 5873 17314 48 48 45 RAILLEU
66.158 1372 6223 17514 149 127 125 RASIGUERES
66.159 1045 5833 17363 60 60 59 REAL
66.16 2756 6306 17191 1001 792 744 REYNES
66.161 1282 6052 17339 956 694 643 RIA-SIRACH
66.162 360 6162 17357 256 234 227 RIGARDA
