dptmt.0.001*codeinseecommune superficie(hectare) x y nombred'inscrits nombredevotants nombredebulletinexprimés nomsansblancavecunders
51.24 763 7816 24214 129 98 97 ETREPY
51.241 1443 7246 24148 77 67 65 EUVY
51.242 1948 7452 24424 3910 2324 2188 FAGNIERES
51.243 2726 7183 24064 270 228 224 FAUX-FRESNAY
51.244 3942 7517 24222 222 168 165 FAUX-VESIGNEUL
51.245 548 7061 24718 418 279 274 FAVEROLLES-ET-COEMY
51.246 1031 7764 24160 138 123 123 FAVRESSE
51.247 719 7107 24312 147 118 115 FEREBRIANGES
51.248 6589 7217 24185 1633 1084 1042 FERE-CHAMPENOISE
51.249 2563 7031 24513 346 301 294 FESTIGNY
51.25 1675 6978 24797 3625 1993 1554 FISMES
51.251 798 7262 24433 149 103 102 FLAVIGNY
51.252 798 7130 24565 385 252 249 FLEURY-LA-RIVIERE
51.253 1229 7911 24629 208 192 187 FLORENT-EN-ARGONNE
51.255 529 7735 24737 18 14 14 FONTAINE-EN-DORMOIS
51.256 772 7269 24552 231 178 171 FONTAINE-SUR-AY
51.258 2267 6926 24072 201 157 148 LA_FORESTIERE
51.259 943 7618 24347 150 109 106 FRANCHEVILLE
51.26 1771 7691 24372 53 45 44 LE_FRESNE
51.261 1246 7281 24837 333 253 247 FRESNE-LES-REIMS
51.262 970 7659 24138 1411 988 951 FRIGNICOURT
51.263 888 7004 24332 238 173 169 FROMENTIERES
51.264 2609 6922 24249 385 267 256 LE_GAULT-SOIGNY
51.265 2113 7080 24104 437 288 288 GAYE
51.266 1487 7237 24587 409 253 248 GERMAINE
51.267 239 7114 24729 179 102 101 GERMIGNY
51.268 1961 7334 24326 101 84 82 GERMINON
51.269 2816 7784 23979 243 191 187 GIFFAUMONT-CHAMPAUBERT
51.27 2245 7648 24032 208 161 161 GIGNY-BUSSY
51.271 1075 7205 24387 116 76 74 GIONGES
51.272 766 7870 24422 353 251 244 GIVRY-EN-ARGONNE
51.273 505 7155 24338 66 56 56 GIVRY-LES-LOISY
51.274 779 7790 24533 91 69 69 GIZAUCOURT
51.275 1310 7622 24144 124 102 97 GLANNES
51.276 2915 7241 24114 130 105 103 GOURGANCON
51.277 1735 7800 24036 235 185 184 SAINTE-MARIE-DU-LAC-NUISEMENT
51.278 1282 7431 24537 210 130 130 LES_GRANDES-LOGES
51.279 806 7119 23992 118 94 90 GRANGES-SUR-AUBE
51.28 477 7720 24746 35 27 27 GRATREUIL
51.281 784 7193 24430 525 404 394 GRAUVES
51.282 886 7145 24736 1302 985 960 GUEUX
51.283 1950 7762 24596 139 107 105 HANS
51.284 278 7776 24160 186 156 150 HAUSSIGNEMONT
51.285 1763 7346 24183 151 115 115 HAUSSIMONT
51.286 1078 7794 24071 212 153 148 HAUTEVILLE
51.287 1177 7175 24552 663 508 503 HAUTVILLERS
51.288 1084 7791 24128 155 143 142 HEILTZ-LE-HUTIER
51.289 1627 7822 24245 306 263 259 HEILTZ-LE-MAURUPT
51.29 943 7771 24229 237 170 168 HEILTZ-L'EVEQUE
51.291 1330 7144 24831 1021 691 656 HERMONVILLE
51.292 2300 7753 24472 110 88 83 HERPONT
51.293 1162 7401 24826 287 197 195 HEUTREGIVILLE
51.294 434 7043 24770 74 46 46 HOURGES
51.295 1328 7623 24138 270 199 198 HUIRON
51.296 1685 7532 24087 66 57 56 HUMBAUVILLE
51.298 4074 7007 24476 321 236 227 IGNY-COMBLIZY
51.299 1239 7355 24859 534 338 327 ISLES-SUR-SUIPPE
51.3 547 7734 24073 70 59 57 ISLE-SUR-MARNE
51.301 1081 7366 24536 87 79 79 ISSE
51.302 515 7284 24444 86 70 69 LES_ISTRES-ET-BURY
51.303 1035 7353 24474 392 269 264 JALONS
51.304 874 6962 24337 103 83 82 JANVILLIERS
51.305 194 7122 24730 114 77 77 JANVRY
51.306 976 6868 24198 67 59 59 JOISELLE
51.307 2474 7561 24645 143 103 100 JONCHERY-SUR-SUIPPE
51.308 320 7076 24775 1444 917 843 JONCHERY-SUR-VESLE
51.309 434 7062 24618 90 78 76 JONQUERY
51.31 186 7161 24698 173 138 136 JOUY-LES-REIMS
51.311 892 7802 24240 139 107 104 JUSSECOURT-MINECOURT
51.312 2137 7410 24486 706 472 465 JUVIGNY
51.313 1689 7008 24198 273 196 189 LACHY
51.314 934 7027 24689 147 108 105 LAGERY
51.315 588 7825 24048 124 95 95 LANDRICOURT
51.316 1686 7751 24068 265 196 188 LARZICOURT
51.317 1458 7715 24625 55 44 44 LAVAL-SUR-TOURBE
51.318 1777 7335 24811 416 323 320 LAVANNES
51.319 1775 7307 24212 97 78 78 LENHARREE
51.32 800 7039 24532 243 192 185 LEUVRIGNY
51.321 608 7040 24689 60 44 44 LHERY
51.322 750 7619 24008 81 69 69 LIGNON
51.323 1102 7094 24141 100 85 82 LINTHELLES
51.324 903 7112 24157 105 73 67 LINTHES
51.325 829 7694 24263 112 94 94 LISSE-EN-CHAMPAGNE
51.326 3074 7440 24592 606 375 371 LIVRY-LOUVERCY
51.327 1509 7149 24328 151 127 122 LOISY-EN-BRIE
51.328 1407 7624 24200 801 561 536 LOISY-SUR-MARNE
51.329 1024 7195 24844 845 555 543 LOIVRE
51.331 1217 7300 24574 311 192 185 LOUVOIS
51.333 1222 7272 24633 514 373 356 LUDES
51.334 919 7692 24133 424 306 297 LUXEMONT-ET-VILLOTTE
51.336 674 7812 24606 56 50 50 MAFFRECOURT
51.337 319 7008 24796 176 145 136 MAGNEUX
51.338 1006 7296 24634 587 446 417 MAILLY-CHAMPAGNE
51.339 2078 7521 24336 432 287 266 MAIRY-SUR-MARNE
51.34 2914 7589 24189 393 282 268 MAISONS-EN-CHAMPAGNE
51.341 483 7805 24671 25 20 19 MALMY
51.342 357 7169 24438 226 172 168 MANCY
51.343 1001 7014 23962 523 396 381 MARCILLY-SUR-SEINE
51.344 919 7166 24519 1261 904 865 MARDEUIL
51.345 889 7031 24409 197 147 139 MAREUIL-EN-BRIE
51.346 896 7029 24547 933 532 494 MAREUIL-LE-PORT
51.347 1148 7240 24513 1001 628 579 MAREUIL-SUR-AY
51.348 675 7136 24643 111 77 68 MARFAUX
51.349 2187 7614 23973 175 145 143 MARGERIE-HANCOURT
51.35 1053 6959 24377 82 57 56 MARGNY
51.351 1173 7127 24083 89 70 70 MARIGNY
51.352 438 7685 24157 522 419 403 MAROLLES
51.353 674 7106 24018 46 43 42 MARSANGIS
51.354 3076 7606 24371 213 178 171 MARSON
51.355 819 7761 24682 48 37 37 MASSIGES
51.356 925 7727 24112 97 79 79 MATIGNICOURT-GONCOURT
51.357 1377 7395 24456 499 346 334 MATOUGUES
51.358 1812 7848 24197 398 315 309 MAURUPT-LE-MONTOIS
51.359 1068 6860 24304 146 92 85 MECRINGES
51.36 1129 6966 24126 206 175 172 LE_MEIX-SAINT-EPOING
51.361 1941 7534 24065 95 86 79 LE_MEIX-TIERCELIN
51.362 669 7173 24788 498 341 329 MERFY
51.363 504 7714 24206 198 144 142 MERLAUT
51.364 511 7112 24708 48 41 40 MERY-PREMECY
51.365 426 7184 24702 748 537 526 LES_MESNEUX
51.367 791 7235 24400 913 586 576 LE_MESNIL-SUR-OGER
51.368 2304 7736 24663 53 46 46 MINAUCOURT-LE-MESNIL-LES-HURLUS
51.369 1318 6987 24151 219 159 157 MOEURS-VERDEY
51.37 1698 7863 24625 180 145 145 MOIREMONT
51.371 2184 7703 24387 50 38 38 MOIVRE
51.372 724 7533 24364 387 273 270 MONCETZ-LONGEVAS
51.373 695 7709 24082 96 78 76 MONCETZ-L'ABBAYE
51.374 737 7059 24220 51 38 38 MONDEMENT-MONTGIVROUX
51.375 308 7244 24675 254 177 177 MONTBRE
51.376 840 6928 24006 108 94 88 MONTGENOST
51.377 1541 7326 24142 33 29 29 MONTEPREUX
51.378 266 7170 24451 294 204 203 MONTHELON
51.379 946 7066 24805 328 262 247 MONTIGNY-SUR-VESLE
51.38 4882 6884 24309 2617 1504 1117 MONTMIRAIL
51.381 2917 7079 24373 500 370 367 MONTMORT-LUCY
51.382 594 6979 24744 97 68 68 MONT-SUR-COURVILLE
51.384 865 7159 24428 237 210 209 MORANGIS
51.386 1433 6882 24228 114 84 80 MORSAINS
51.387 1172 7164 24423 243 187 184 MOSLINS
51.388 2321 7481 24622 2587 1768 1682 MOURMELON-LE-GRAND
51.389 1219 7441 24609 668 340 325 MOURMELON-LE-PETIT
51.39 281 7160 24474 615 395 383 MOUSSY
51.391 715 7132 24763 1673 1188 1170 MUIZON
51.392 375 7235 24534 189 170 169 MUTIGNY
51.393 1455 7158 24603 166 133 133 NANTEUIL-LA-FORET
51.395 1064 6899 24044 94 73 73 NESLE-LA-REPOSTE
51.396 507 7005 24510 112 72 68 NESLE-LE-REPONS
51.397 1448 7868 24442 136 101 98 LA_NEUVILLE-AUX-BOIS
51.398 164 7099 24616 161 127 127 LA_NEUVILLE-AUX-LARRIS
51.399 1511 7841 24614 448 335 318 LA_NEUVILLE-AU-PONT
51.402 1711 6870 24170 166 130 129 NEUVY
51.403 1016 7326 24744 393 288 285 NOGENT-L'ABBESSE
51.404 1373 7813 24415 111 97 96 NOIRLIEU
51.406 414 7686 24104 139 100 93 NORROIS
51.407 1334 6937 24168 196 151 143 LA_NOUE
51.409 1513 7448 24329 249 189 185 NUISEMENT-SUR-COOLE
51.41 930 7065 24538 478 315 307 OEUILLY
51.411 1506 7228 24413 488 388 376 OGER
51.412 779 7155 24124 59 50 49 OGNES
51.413 1076 7254 24486 706 515 500 OIRY
51.414 457 7038 24620 104 90 90 OLIZY
51.415 394 7584 24300 179 130 127 OMEY
51.416 1603 6998 24400 433 304 292 ORBAIS-L'ABBAYE
51.417 1365 7767 24106 360 292 288 ORCONTE
51.418 631 7182 24724 315 223 218 ORMES
51.419 1542 7708 23976 127 114 114 OUTINES
51.42 372 7725 24213 84 78 78 OUTREPONT
51.421 769 7066 24241 70 52 52 OYES
51.422 362 7159 24702 258 199 196 PARGNY-LES-REIMS
51.424 724 7952 24506 166 147 145 PASSAVANT-EN-ARGONNE
51.425 1199 6980 24595 310 218 209 PASSY-GRIGNY
51.426 769 7061 24170 58 52 52 PEAS
51.428 487 7381 24617 293 209 208 LES_PETITES-LOGES
51.429 740 7097 24803 179 136 133 PEVY
51.43 1344 7238 24277 84 70 68 PIERRE-MORAINS
51.431 516 7171 24480 1104 588 547 PIERRY
51.432 1672 7130 24114 570 397 391 PLEURS
51.433 589 7720 24190 129 109 108 PLICHANCOURT
51.434 1260 7269 24480 513 378 373 PLIVOT
51.435 2693 7326 24403 163 129 128 POCANCY
51.436 1405 7575 24310 580 450 437 POGNY
51.437 445 7082 24697 68 52 52 POILLY
51.438 1472 7677 24430 92 72 70 POIX
51.439 1119 7317 24835 284 240 234 POMACLE
51.44 3152 7443 24795 1051 664 638 PONTFAVERGER-MORONVILLIERS
51.441 726 7747 24204 110 75 75 PONTHION
51.442 3587 7811 24351 135 106 102 POSSESSE
51.443 887 6965 23996 78 68 68 POTANGIS
51.444 278 7173 24808 339 239 224 POUILLON
51.445 835 7152 24633 151 107 105 POURCY
51.446 1534 7603 24225 369 358 246 PRINGY
51.447 3279 7426 24678 384 290 276 PROSNES
51.448 1019 7102 24790 435 330 325 PROUILLY
51.449 1841 7347 24681 686 502 482 PRUNAY
51.45 907 7296 24676 290 229 225 PUISIEULX
51.451 1006 7049 24074 74 51 50 QUEUDES
51.452 723 7799 24501 24 22 22 RAPSECOURT
51.453 1438 7447 24453 798 496 479 RECY
51.454 4690 7232 24755 101668 54799 53884 REIMS
51.455 651 7717 24159 149 118 115 REIMS-LA-BRULEE
51.456 937 7860 24422 66 49 47 REMICOURT
51.457 536 7070 24548 228 179 179 REUIL
51.458 640 7077 24228 60 55 54 REUVES
51.459 672 6823 24177 100 73 70 REVEILLON
51.46 1156 6855 24287 146 107 106 RIEUX
51.461 887 7247 24644 886 573 557 RILLY-LA-MONTAGNE
51.463 1197 7642 24085 169 136 135 LES_RIVIERES-HENRUEL
51.464 846 7043 24824 239 170 163 ROMAIN
51.465 207 7154 24566 148 113 113 ROMERY
51.466 1135 7045 24648 163 122 116 ROMIGNY
51.468 554 7111 24740 250 205 200 ROSNAY
51.469 569 7294 24388 64 49 47 ROUFFY
51.47 1177 7746 24724 14 8 8 ROUVROY-RIPONT
51.471 556 7176 24678 308 252 249 SACY
51.472 2840 7670 24260 752 544 529 SAINT-AMAND-SUR-FION
51.473 800 6829 24094 83 64 62 SAINT-BON
51.474 416 7201 24750 2730 1808 1733 SAINT-BRICE-COURCELLES
51.475 916 7640 24065 62 45 36 SAINT-CHERON
51.476 1194 7527 24495 439 232 231 SAINT-ETIENNE-AU-TEMPLE
51.477 774 7279 24891 185 135 130 SAINT-ETIENNE-SUR-SUIPPE
51.478 806 7875 24125 283 189 182 SAINT-EULIEN
51.479 491 7130 24694 177 152 151 SAINT-EUPHRAISE-ET-CLAIRIZET
51.48 725 6974 24611 111 82 81 SAINTE-GEMME
51.482 1174 7548 24337 366 245 240 SAINT-GERMAIN-LA-VILLE
51.483 404 7438 24435 327 228 211 SAINT-GIBRIEN
51.484 637 6975 24767 171 135 133 SAINT-GILLES
51.485 615 7498 24529 222 155 152 SAINT-HILAIRE-AU-TEMPLE
51.486 4239 7552 24658 253 184 178 SAINT-HILAIRE-LE-GRAND
51.487 2276 7495 24771 218 163 160 SAINT-HILAIRE-LE-PETIT
51.488 1713 7197 24582 229 174 167 SAINT-IMOGES
51.489 533 7806 24332 41 36 35 SAINT-JEAN-DEVANT-POSSESSE
51.49 1507 7648 24363 134 104 101 SAINT-JEAN-SUR-MOIVRE
51.491 1704 7711 24614 79 61 61 SAINT-JEAN-SUR-TOURBE
51.492 1774 7069 23961 1048 721 669 SAINT-JUST-SAUVAGE
51.493 304 7283 24706 72 63 62 SAINT-LEONARD
51.495 688 7085 24165 66 53 51 SAINT-LOUP
51.496 856 7684 24243 198 143 141 SAINT-LUMIER-EN-CHAMPAGNE
51.497 238 7808 24169 38 30 30 SAINT-LUMIER-LA-POPULEUSE
51.498 1010 7749 24512 48 37 37 SAINT-MARD-SUR-AUVE
51.499 690 7305 24396 103 86 85 SAINT-MARD-LES-ROUFFY
51.5 1369 7841 24389 115 96 96 SAINT-MARD-SUR-LE-MONT
51.501 2692 7578 24734 176 151 151 SAINTE-MARIE-A-PY
51.502 720 7581 24270 84 62 61 SAINT-MARTIN-AUX-CHAMPS
51.503 1366 7508 24745 78 49 48 SAINT-MARTIN-L'HEUREUX
51.504 1189 7466 24440 693 509 499 SAINT-MARTIN-SUR-LE-PRE
51.505 658 7401 24811 362 225 215 SAINT-MASMES
51.506 1264 7500 24414 3646 2046 1970 SAINT-MEMMIE
51.507 5711 7871 24577 3154 2236 2141 SAINTE-MENEHOULD
51.508 3728 7528 24032 193 159 146 SAINT-OUEN-DOMPROT
51.509 1027 7398 24404 192 157 157 SAINT-PIERRE
51.51 656 7696 24228 112 97 90 SAINT-QUENTIN-LES-MARAIS
51.511 1063 7042 24028 186 100 100 SAINT-QUENTIN-LE-VERGER
51.512 879 7462 24303 69 53 50 SAINT-QUENTIN-SUR-COOLE
51.513 2185 7703 24060 467 326 318 SAINT-REMY-EN-BOUZEMONT-SAINT-GENEST-ET-ISSON
51.514 775 7059 24124 84 78 78 SAINT-REMY-SOUS-BROYES
51.515 3465 7642 24533 228 172 164 SAINT-REMY-SUR-BUSSY
51.516 796 7155 24027 43 41 38 SAINT-SATURNIN
51.517 2120 7551 24731 114 99 99 SAINT-SOUPLET-SUR-PY
51.518 759 7184 24797 434 342 311 SAINT-THIERRY
51.519 443 7845 24683 38 36 36 SAINT-THOMAS-EN-ARGONNE
51.52 1017 7600 23968 88 72 70 SAINT-UTIN
51.521 1157 7817 24136 167 132 129 SAINT-VRAIN
51.522 482 7825 24087 249 178 176 SAPIGNICOURT
51.523 690 7085 24687 191 136 133 SARCY
51.524 1643 7030 23976 234 179 177 SARON-SUR-AUBE
51.525 2001 7518 24375 1661 1043 975 SARRY
51.526 1266 7016 24101 301 217 216 SAUDOY
51.527 895 7053 24728 201 149 148 SAVIGNY-SUR-ARDRES
51.528 1146 7802 24161 100 84 84 SCRUPT
51.529 1134 7419 24805 255 180 170 SELLES
51.53 1830 7399 24630 387 302 287 SEPT-SAULX
51.531 1769 7893 24237 1450 1083 1012 SERMAIZE-LES-BAINS
51.532 1823 7203 24635 489 357 349 SERMIERS
51.533 2578 7826 24715 105 78 77 SERVON-MELZICOURT
51.534 736 7042 24734 151 113 107 SERZY-ET-PRIN
51.535 2282 7020 24143 3774 1879 1534 SEZANNE
51.536 920 7310 24682 1283 851 810 SILLERY
51.537 2160 7854 24476 159 130 122 SIVRY-ANTE
51.538 669 7511 24357 105 94 93 SOGNY-AUX-MOULINS
51.539 666 7811 24266 42 37 36 SOGNY-EN-L'ANGLE
51.542 728 7025 24244 119 101 100 SOIZY-AUX-BOIS
51.543 921 7745 24578 69 49 47 SOMME-BIONNE
51.544 6824 7618 24750 448 319 315 SOMMEPY-TAHURE
51.545 3704 7369 24172 350 282 277 SOMMESOUS
51.546 3151 7639 24599 318 234 218 SOMME-SUIPPE
51.547 1939 7704 24585 122 102 100 SOMME-TOURBE
51.548 3531 7651 24454 211 151 145 SOMME-VESLE
51.549 2157 7776 24419 94 78 75 SOMME-YEVRE
51.55 4382 7505 24112 228 180 173 SOMPUIS
51.551 2131 7599 24019 190 136 128 SOMSOIS
51.552 1506 7590 24248 233 174 168 SONGY
51.553 5312 7610 24673 129 107 106 SOUAIN-PERTHES-LES-HURLUS
51.555 3194 7453 24175 119 95 89 SOUDE
51.556 4302 7368 24284 241 178 175 SOUDRON
51.557 1237 7616 24236 327 279 274 SOULANGES
51.558 604 7167 24353 116 97 94 SOULIERES
51.559 4225 7603 24614 2102 1275 1223 SUIPPES
51.56 605 7026 24403 102 89 86 SUIZY-LE-FRANC
51.562 1153 7282 24700 1768 1295 1229 TAISSY
51.563 620 7035 24269 70 47 45 TALUS-SAINT-PRIX
51.564 1017 7291 24563 208 160 156 TAUXIERES-MUTRY
51.565 1047 7137 24067 76 60 57 THAAS
51.566 1046 7378 24385 241 163 160 THIBIE
51.567 925 7763 24129 424 260 255 THIEBLEMONT-FAREMONT
51.568 211 7183 24810 231 176 165 THIL
51.569 635 7178 24743 209 177 175 THILLOIS
51.57 1489 6993 24289 115 95 94 LE_THOULT-TROSNAY
51.571 3715 7376 24658 609 473 465 VAL-DE-VESLE
51.572 1934 7666 24490 185 135 131 TILLOY-ET-BELLAY
51.573 415 7205 24738 7521 4536 4441 TINQUEUX
51.574 998 7548 24303 143 103 102 TOGNY-AUX-BOEUFS
51.576 2351 7304 24516 885 576 536 TOURS-SUR-MARNE
51.577 356 7070 24706 111 80 80 TRAMERY
51.578 1245 7281 24316 71 61 61 TRECON
51.579 1439 6854 24217 115 106 106 TREFOLS
51.58 837 7348 24581 370 231 225 TREPAIL
51.581 397 7083 24724 148 109 107 TRESLON
51.582 1221 7135 24794 427 361 350 TRIGNY
51.583 4371 7923 24164 203 171 164 TROIS-FONTAINES-L'ABBAYE
51.584 214 7242 24690 125 102 101 TROIS-PUITS
51.585 1546 7004 24546 658 436 411 TROISSY
51.586 373 7027 24779 133 99 95 UNCHAIR
51.587 1965 7509 24546 217 179 179 VADENAY
51.588 2428 7781 24568 247 180 177 VALMY
51.589 3478 7754 24323 144 109 104 VANAULT-LE-CHATEL
51.59 1997 7787 24299 294 250 242 VANAULT-LES-DAMES
51.591 535 7060 24768 154 121 114 VANDEUIL
51.592 1320 7024 24576 277 224 219 VANDIERES
51.594 2173 7330 24200 63 41 39 VASSIMONT-ET-CHAPELAINE
51.595 839 7402 24266 96 76 75 VATRY
51.596 1288 6939 24321 252 192 181 VAUCHAMPS
51.597 508 7132 24513 235 164 157 VAUCIENNES
51.598 609 7710 24147 375 275 275 VAUCLERC
51.599 1312 7380 24565 191 129 126 VAUDEMANGE
51.6 1264 7509 24713 103 89 89 VAUDESINCOURT
51.601 700 7742 24249 144 107 105 VAVRAY-LE-GRAND
51.602 539 7747 24257 70 56 55 VAVRAY-LE-PETIT
51.603 1068 7313 24336 101 83 83 VELYE
51.604 1474 7063 24836 205 173 165 VENTELAY
51.605 625 7100 24548 458 319 316 VENTEUIL
51.607 1139 6942 24397 140 93 93 VERDON
51.608 898 7825 24317 82 73 72 VERNANCOURT
51.609 1314 6976 24566 614 438 415 VERNEUIL
51.61 580 7880 24550 330 262 254 VERRIERES
51.611 2204 7157 24285 263 170 164 VERT-TOULON
51.612 3568 7223 24353 1763 1178 1047 VERTUS
51.613 1062 7320 24638 818 582 553 VERZENAY
51.614 1337 7334 24625 822 597 572 VERZY
51.616 786 7558 24325 206 163 163 VESIGNEUL-SUR-MARNE
51.617 2441 7450 24499 508 357 349 LA_VEUVE
51.618 1239 6826 24225 157 125 119 LE_VEZIER
51.619 1378 7868 24456 83 74 70 LE_VIEIL-DAMPIERRE
51.62 748 7842 24662 164 125 119 VIENNE-LA-VILLE
51.621 5136 7861 24689 451 326 318 VIENNE-LE-CHATEAU
51.622 340 7165 24682 382 271 269 VILLE-DOMMANGE
51.623 884 7274 24601 220 156 155 VILLE-EN-SELVE
51.624 1120 7067 24658 412 299 283 VILLE-EN-TARDENOIS
51.625 1527 6823 24196 233 184 178 VILLENEUVE-LA-LIONNE
51.626 1117 6998 24242 109 78 74 LA_VILLENEUVE-LES-CHARLEVILLE
51.627 1717 7265 24370 254 174 160 VILLENEUVE-RENNEVILLE-CHEVIGNY
51.628 951 7049 24049 106 80 79 VILLENEUVE-SAINT-VISTRE-ET-VILLEVOTTE
51.629 1230 7232 24644 582 454 445 VILLERS-ALLERAND
51.63 511 7173 24385 211 118 112 VILLERS-AUX-BOIS
51.631 644 7211 24676 152 121 120 VILLERS-AUX-NOEUDS
51.632 957 7901 24501 214 170 168 VILLERS-EN-ARGONNE
51.633 329 7169 24823 243 167 162 VILLERS-FRANQUEUX
51.634 2094 7415 24420 211 152 151 VILLERS-LE-CHATEAU
51.635 580 7850 24269 87 73 73 VILLERS-LE-SEC
51.636 1073 7358 24613 491 346 322 VILLERS-MARMERY
51.637 484 7068 24562 169 128 128 VILLERS-SOUS-CHATILLON
51.638 2586 7329 24285 142 102 100 VILLESENEUX
51.639 1105 6983 24412 60 58 56 LA_VILLE-SOUS-ORBAIS
51.64 1113 7785 24682 150 100 99 VILLE-SUR-TOURBE
51.641 1328 7074 24265 185 125 118 VILLEVENARD
51.642 588 6991 23983 82 64 62 VILLIERS-AUX-CORNEILLES
51.643 309 7143 24469 383 249 243 VINAY
51.644 355 6954 24556 254 197 188 VINCELLES
51.645 794 7012 24120 103 87 87 VINDEY
51.646 1228 7768 24669 65 54 53 VIRGINY
51.647 1749 7684 24189 660 571 548 VITRY-EN-PERTHOIS
51.648 924 7558 24292 305 186 182 VITRY-LA-VILLE
51.649 645 7654 24164 8887 5414 5280 VITRY-LE-FRANCOIS
51.65 581 7800 24528 39 34 33 VOILEMONT
51.651 432 7250 24358 178 131 125 VOIPREUX
51.652 596 7152 24003 55 48 45 VOUARCES
51.654 828 7840 24121 141 115 112 VOUILLERS
51.655 944 7301 24378 228 189 182 VOUZY
51.656 1280 7391 24495 368 224 220 VRAUX
51.657 446 7149 24718 184 122 119 VRIGNY
51.658 1034 7892 24302 109 100 97 VROIL
51.659 1517 7724 24646 49 41 41 WARGEMOULIN-HURLUS
51.66 2325 7371 24853 1627 1119 1077 WARMERIVILLE
51.662 1649 7299 24787 3503 2145 2075 WITRY-LES-REIMS
51.663 97 7191 24517 1379 780 755 MAGENTA
52.001 1955 8248 23500 244 197 188 AGEVILLE
52.002 487 8521 23407 22 22 22 AIGREMONT
52.003 2363 8329 23761 165 142 142 AILLIANVILLE
52.004 510 8182 23882 14 14 14 AINGOULAINCOURT
52.005 350 7906 23484 30 24 24 AIZANVILLE
52.006 274 7888 23989 350 203 195 ALLICHAMPS
52.007 1447 7987 23715 70 60 59 AMBONVILLE
52.008 3318 8200 23646 685 560 534 ANDELOT-BLANCHEVILLE
52.009 842 8383 23297 98 88 83 ANDILLY-EN-BASSIGNY
52.011 522 8042 23589 65 59 59 ANNEVILLE-LA-PRAIRIE
52.012 619 8173 23802 27 26 26 ANNONVILLE
52.013 1104 8497 23205 127 105 103 ANROSEY
52.014 1572 8163 23113 177 142 136 APREY
52.015 984 8451 23229 81 53 52 ARBIGNY-SOUS-VARENNES
52.016 1315 8000 23202 70 63 63 ARBOT
52.017 5044 7997 23311 614 478 461 ARC-EN-BARROIS
52.019 931 7916 23758 110 91 91 ARNANCOURT
52.021 1002 7916 23951 220 180 173 ATTANCOURT
52.022 4310 7942 23272 175 140 140 AUBEPIERRE-SUR-AUBE
52.023 7064 8042 23133 168 134 134 AUBERIVE
52.025 1160 8371 23504 83 74 74 AUDELONCOURT
52.027 1294 8134 23085 70 63 61 AUJEURRES
52.028 931 8018 23183 53 41 41 AULNOY-SUR-AUBE
52.029 359 8070 23897 165 136 131 AUTIGNY-LE-GRAND
52.03 253 8070 23907 62 54 52 AUTIGNY-LE-PETIT
52.031 4176 7967 23498 437 363 342 AUTREVILLE-SUR-LA-RENNE
52.034 1051 7907 23879 115 88 88 BAILLY-AUX-FORGES
52.035 997 8185 23099 176 135 133 BAISSEY
52.036 1267 8273 23179 229 167 151 BALESMES-SUR-MARNE
52.037 916 8288 23271 313 221 198 BANNES
52.038 649 8402 23459 65 55 54 BASSONCOURT
52.039 878 7945 23806 90 73 73 BAUDRECOURT
52.04 975 8042 23171 56 52 52 BAY-SUR-AUBE
52.042 1192 8171 23269 84 70 69 BEAUCHEMIN
52.043 747 8408 23076 53 50 49 BELMONT
52.044 4138 8162 23715 539 431 416 ROCHES-BETTAINCOURT
52.045 538 7944 24093 1715 1142 1066 BETTANCOURT-LA-FERREE
52.047 2292 7852 23718 97 78 77 BEURVILLE
52.05 2384 8205 23471 1143 773 719 BIESLES
52.051 209 8467 23207 46 36 36 BIZE
52.053 562 7978 23560 61 55 55 BLAISY
52.055 725 8035 23793 95 87 84 BLECOURT
52.056 976 7992 23433 180 135 131 BLESSONVILLE
52.057 1468 7869 23770 90 75 74 BLUMERAY
52.058 3126 8084 23596 1534 1037 998 BOLOGNE
52.059 1088 8344 23328 102 88 85 BONNECOURT
52.06 6493 8549 23338 1747 1279 1192 BOURBONNE-LES-BAINS
52.061 3945 8242 23563 244 207 198 BOURDONS-SUR-ROGNON
52.062 723 8228 23148 135 115 115 BOURG
52.063 919 8394 23583 114 99 97 BOURG-SAINTE-MARIE
52.064 1607 8418 23600 366 312 282 BOURMONT
52.065 1175 7938 23716 67 51 50 BOUZANCOURT
52.066 740 7994 23787 53 29 29 BRACHAY
52.067 593 8416 23582 88 78 76 BRAINVILLE-SUR-MEUSE
52.069 1062 7942 23477 135 105 103 BRAUX-LE-CHATEL
52.07 988 8204 23149 109 85 85 BRENNES
52.072 884 8082 23544 351 275 265 BRETHENAY
52.074 4855 8437 23489 596 486 460 BREUVANNES-EN-BASSIGNY
52.075 947 8120 23604 182 157 154 BRIAUCOURT
52.076 951 7968 23457 326 262 256 BRICON
52.079 601 7945 23913 572 409 394 BROUSSEVAL
52.082 1829 8065 23308 120 97 97 BUGNIERES
52.083 4077 8409 23102 671 573 568 CHAMPSEVRAINE
52.084 988 8242 23740 33 33 32 BUSSON
52.085 592 8327 23485 17 14 14 BUXIERES-LES-CLEFMONT
52.087 497 8010 23486 176 145 140 BUXIERES-LES-VILLIERS
52.088 3652 7795 23885 478 374 355 CEFFONDS
52.089 892 8396 23289 60 52 52 CELLES-EN-BASSIGNY
52.09 542 8350 23226 96 75 75 CELSOY
52.091 1002 8035 23712 80 71 69 CERISIERES
52.092 1349 8105 23013 98 70 65 CHALANCEY
